,item_id,labels,en,es-CO,de,context
933,vocab-item-082,vocab,,,,"vocab-item-082

Sheet: translation-items-v2"
934,vocab-item-083,vocab,,,,"vocab-item-083

Sheet: translation-items-v2"
935,vocab-item-084,vocab,,,,"vocab-item-084

Sheet: translation-items-v2"
936,vocab-item-085,vocab,,,,"vocab-item-085

Sheet: translation-items-v2"
937,vocab-item-086,vocab,,,,"vocab-item-086

Sheet: translation-items-v2"
938,vocab-item-087,vocab,,,,"vocab-item-087

Sheet: translation-items-v2"
939,vocab-item-088,vocab,,,,"vocab-item-088

Sheet: translation-items-v2"
940,vocab-item-089,vocab,,,,"vocab-item-089

Sheet: translation-items-v2"
941,vocab-item-090,vocab,,,,"vocab-item-090

Sheet: translation-items-v2"
942,vocab-item-091,vocab,,,,"vocab-item-091

Sheet: translation-items-v2"
943,vocab-item-092,vocab,,,,"vocab-item-092

Sheet: translation-items-v2"
944,vocab-item-093,vocab,,,,"vocab-item-093

Sheet: translation-items-v2"
945,vocab-item-094,vocab,,,,"vocab-item-094

Sheet: translation-items-v2"
946,vocab-item-095,vocab,,,,"vocab-item-095

Sheet: translation-items-v2"
947,vocab-item-096,vocab,,,,"vocab-item-096

Sheet: translation-items-v2"
948,vocab-item-097,vocab,,,,"vocab-item-097

Sheet: translation-items-v2"
949,vocab-item-098,vocab,,,,"vocab-item-098

Sheet: translation-items-v2"
950,vocab-item-099,vocab,,,,"vocab-item-099

Sheet: translation-items-v2"
951,vocab-item-100,vocab,,,,"vocab-item-100

Sheet: translation-items-v2"
952,vocab-item-101,vocab,,,,"vocab-item-101

Sheet: translation-items-v2"
953,vocab-item-102,vocab,,,,"vocab-item-102

Sheet: translation-items-v2"
954,vocab-item-103,vocab,,,,"vocab-item-103

Sheet: translation-items-v2"
955,vocab-item-104,vocab,,,,"vocab-item-104

Sheet: translation-items-v2"
956,vocab-item-105,vocab,,,,"vocab-item-105

Sheet: translation-items-v2"
957,vocab-item-106,vocab,,,,"vocab-item-106

Sheet: translation-items-v2"
958,vocab-item-107,vocab,,,,"vocab-item-107

Sheet: translation-items-v2"
959,vocab-item-108,vocab,,,,"vocab-item-108

Sheet: translation-items-v2"
960,vocab-item-109,vocab,,,,"vocab-item-109

Sheet: translation-items-v2"
961,vocab-item-110,vocab,,,,"vocab-item-110

Sheet: translation-items-v2"
962,vocab-item-111,vocab,,,,"vocab-item-111

Sheet: translation-items-v2"
963,vocab-item-112,vocab,,,,"vocab-item-112

Sheet: translation-items-v2"
964,vocab-item-113,vocab,,,,"vocab-item-113

Sheet: translation-items-v2"
965,vocab-item-114,vocab,,,,"vocab-item-114

Sheet: translation-items-v2"
966,vocab-item-115,vocab,,,,"vocab-item-115

Sheet: translation-items-v2"
967,vocab-item-116,vocab,,,,"vocab-item-116

Sheet: translation-items-v2"
968,vocab-item-117,vocab,,,,"vocab-item-117

Sheet: translation-items-v2"
969,vocab-item-118,vocab,,,,"vocab-item-118

Sheet: translation-items-v2"
970,vocab-item-119,vocab,,,,"vocab-item-119

Sheet: translation-items-v2"
971,vocab-item-120,vocab,,,,"vocab-item-120

Sheet: translation-items-v2"
972,vocab-item-121,vocab,,,,"vocab-item-121

Sheet: translation-items-v2"
973,vocab-item-122,vocab,,,,"vocab-item-122

Sheet: translation-items-v2"
974,vocab-item-123,vocab,,,,"vocab-item-123

Sheet: translation-items-v2"
975,vocab-item-124,vocab,,,,"vocab-item-124

Sheet: translation-items-v2"
976,vocab-item-125,vocab,,,,"vocab-item-125

Sheet: translation-items-v2"
977,vocab-item-126,vocab,,,,"vocab-item-126

Sheet: translation-items-v2"
978,vocab-item-127,vocab,,,,"vocab-item-127

Sheet: translation-items-v2"
979,vocab-item-128,vocab,,,,"vocab-item-128

Sheet: translation-items-v2"
980,vocab-item-129,vocab,,,,"vocab-item-129

Sheet: translation-items-v2"
981,vocab-item-130,vocab,,,,"vocab-item-130

Sheet: translation-items-v2"
982,vocab-item-131,vocab,,,,"vocab-item-131

Sheet: translation-items-v2"
983,vocab-item-132,vocab,,,,"vocab-item-132

Sheet: translation-items-v2"
984,vocab-item-133,vocab,,,,"vocab-item-133

Sheet: translation-items-v2"
985,vocab-item-134,vocab,,,,"vocab-item-134

Sheet: translation-items-v2"
986,vocab-item-135,vocab,,,,"vocab-item-135

Sheet: translation-items-v2"
987,vocab-item-136,vocab,,,,"vocab-item-136

Sheet: translation-items-v2"
988,vocab-item-137,vocab,,,,"vocab-item-137

Sheet: translation-items-v2"
989,vocab-item-138,vocab,,,,"vocab-item-138

Sheet: translation-items-v2"
990,vocab-item-139,vocab,,,,"vocab-item-139

Sheet: translation-items-v2"
991,vocab-item-140,vocab,,,,"vocab-item-140

Sheet: translation-items-v2"
992,vocab-item-141,vocab,,,,"vocab-item-141

Sheet: translation-items-v2"
993,vocab-item-142,vocab,,,,"vocab-item-142

Sheet: translation-items-v2"
994,vocab-item-143,vocab,,,,"vocab-item-143

Sheet: translation-items-v2"
995,vocab-item-144,vocab,,,,"vocab-item-144

Sheet: translation-items-v2"
996,vocab-item-145,vocab,,,,"vocab-item-145

Sheet: translation-items-v2"
997,vocab-item-146,vocab,,,,"vocab-item-146

Sheet: translation-items-v2"
998,vocab-item-147,vocab,,,,"vocab-item-147

Sheet: translation-items-v2"
999,vocab-item-148,vocab,,,,"vocab-item-148

Sheet: translation-items-v2"
1000,vocab-item-149,vocab,,,,"vocab-item-149

Sheet: translation-items-v2"
1001,vocab-item-150,vocab,,,,"vocab-item-150

Sheet: translation-items-v2"
1002,vocab-item-151,vocab,,,,"vocab-item-151

Sheet: translation-items-v2"
1003,vocab-item-152,vocab,,,,"vocab-item-152

Sheet: translation-items-v2"
1004,vocab-item-153,vocab,,,,"vocab-item-153

Sheet: translation-items-v2"
1005,vocab-item-154,vocab,,,,"vocab-item-154

Sheet: translation-items-v2"
1006,vocab-item-155,vocab,,,,"vocab-item-155

Sheet: translation-items-v2"
1007,vocab-item-156,vocab,,,,"vocab-item-156

Sheet: translation-items-v2"
1008,vocab-item-157,vocab,,,,"vocab-item-157

Sheet: translation-items-v2"
1009,vocab-item-158,vocab,,,,"vocab-item-158

Sheet: translation-items-v2"
1010,vocab-item-159,vocab,,,,"vocab-item-159

Sheet: translation-items-v2"
1011,vocab-item-160,vocab,,,,"vocab-item-160

Sheet: translation-items-v2"
1012,vocab-item-161,vocab,,,,"vocab-item-161

Sheet: translation-items-v2"
1013,vocab-item-162,vocab,,,,"vocab-item-162

Sheet: translation-items-v2"
1014,vocab-item-163,vocab,,,,"vocab-item-163

Sheet: translation-items-v2"
1015,vocab-item-164,vocab,,,,"vocab-item-164

Sheet: translation-items-v2"
1016,vocab-item-165,vocab,,,,"vocab-item-165

Sheet: translation-items-v2"
1017,vocab-item-166,vocab,,,,"vocab-item-166

Sheet: translation-items-v2"
1018,vocab-item-167,vocab,,,,"vocab-item-167

Sheet: translation-items-v2"
1019,vocab-item-168,vocab,,,,"vocab-item-168

Sheet: translation-items-v2"
1020,vocab-item-169,vocab,,,,"vocab-item-169

Sheet: translation-items-v2"
1021,vocab-item-170,vocab,,,,"vocab-item-170

Sheet: translation-items-v2"
1022,vocab-instruct-1,vocab,,,,"vocab-instruct-1

Sheet: translation-items-v2"
1023,vocab-practice-1,vocab,,,,"vocab-practice-1

Sheet: translation-items-v2"
1024,vocab-instruct-2,vocab,,,,"vocab-instruct-2

Sheet: translation-items-v2"
1025,vocab-instruct-3,vocab,,,,"vocab-instruct-3

Sheet: translation-items-v2"
1026,shared-intro-devices,trog,,"You can tap on a touchscreen, use the touchpad, or press the arrow keys for this activity. Try it now.",,"shared-intro-devices

Sheet: translation-items-v2"
1027,shared-choose-picture-press-arrow,trog,,"To use an arrow key to choose a picture, press the key that points the same direction as the arrow below the picture.",,"shared-choose-picture-press-arrow

Sheet: translation-items-v2"
1028,shared-intro-replay,trog,,You can press the replay button to hear things again. Try it now.,,"shared-intro-replay

Sheet: translation-items-v2"
1029,trog-instr1-matching,trog,,"This is a matching activity. Listen to what I say, then look at the pictures carefully. Choose the picture that goes with the words you hear.",,"trog-instr1-matching

Sheet: translation-items-v2"
1030,ChildSurveyIntro,survey,,,,"ChildSurveyIntro

Sheet: translation-items-v2"
1031,Example1Comic,survey,,,,"Example1Comic

Sheet: translation-items-v2"
1032,Example2Neat,survey,,,,"Example2Neat

Sheet: translation-items-v2"
1033,TeacherNice,survey,,,,"TeacherNice

Sheet: translation-items-v2"
1034,TeacherLike,survey,,,,"TeacherLike

Sheet: translation-items-v2"
1035,TeacherListen,survey,,,,"TeacherListen

Sheet: translation-items-v2"
1036,SchoolFun,survey,,,,"SchoolFun

Sheet: translation-items-v2"
1037,SchoolEnjoy,survey,,,,"SchoolEnjoy

Sheet: translation-items-v2"
1038,SchoolHappy,survey,,,,"SchoolHappy

Sheet: translation-items-v2"
1039,SchoolSafe,survey,,,,"SchoolSafe

Sheet: translation-items-v2"
1040,ClassFriends,survey,,,,"ClassFriends

Sheet: translation-items-v2"
1041,ClassHelp,survey,,,,"ClassHelp

Sheet: translation-items-v2"
1042,ClassPlay,survey,,,,"ClassPlay

Sheet: translation-items-v2"
1043,ClassNice,survey,,,,"ClassNice

Sheet: translation-items-v2"
1044,LonelySchool,survey,,,,"LonelySchool

Sheet: translation-items-v2"
1045,LearningGood,survey,,,,"LearningGood

Sheet: translation-items-v2"
1046,SchoolGiveUp,survey,,,,"SchoolGiveUp

Sheet: translation-items-v2"
1047,ReadingEnjoy,survey,,,,"ReadingEnjoy

Sheet: translation-items-v2"
1048,MathEnjoy,survey,,,,"MathEnjoy

Sheet: translation-items-v2"
1049,ReadingGood,survey,,,,"ReadingGood

Sheet: translation-items-v2"
1050,MathGood,survey,,,,"MathGood

Sheet: translation-items-v2"
1051,GrowthMindSmart,survey,,,,"GrowthMindSmart

Sheet: translation-items-v2"
1052,GrowthMindRead,survey,,,,"GrowthMindRead

Sheet: translation-items-v2"
1053,GrowthMindMath,survey,,,,"GrowthMindMath

Sheet: translation-items-v2"
1054,ChildSurveyRespoonses,survey,,,,"ChildSurveyRespoonses

Sheet: translation-items-v2"
1055,ToM-scene7-instruct1,,,,,"ToM-scene7-instruct1

Sheet: translation-items-v2"
1056,ToM-scene7-instruct2,,,,,"ToM-scene7-instruct2

Sheet: translation-items-v2"
1057,ToM-scene7-instruct3,,,,,"ToM-scene7-instruct3

Sheet: translation-items-v2"
1058,ToM-scene7-q1-false_belief,,,,,"ToM-scene7-q1-false_belief

Sheet: translation-items-v2"
1059,ToM-scene7-q2-reality_check,,,,,"ToM-scene7-q2-reality_check

Sheet: translation-items-v2"
1060,ToM-scene8-instruct1,,,,,"ToM-scene8-instruct1

Sheet: translation-items-v2"
1061,ToM-scene8-instruct2,,,,,"ToM-scene8-instruct2

Sheet: translation-items-v2"
1062,ToM-scene8-instruct3,,,,,"ToM-scene8-instruct3

Sheet: translation-items-v2"
1063,ToM-scene8-q1-false_belief,,,,,"ToM-scene8-q1-false_belief

Sheet: translation-items-v2"
1064,top,,,,,"top

Sheet: translation-items-v2"
1065,behind,,,,,"behind

Sheet: translation-items-v2"
1066,ToM-scene-8-instruct4,,,,,"ToM-scene-8-instruct4

Sheet: translation-items-v2"
1067,ToM-scene-8-q2-emotion_reasoning,,,,,"ToM-scene-8-q2-emotion_reasoning

Sheet: translation-items-v2"
1068,ToM-scene-8-q3-emotion_reasoning,,,,,"ToM-scene-8-q3-emotion_reasoning

Sheet: translation-items-v2"
1069,ToM-scene-8-q4-false_belief,,,,,"ToM-scene-8-q4-false_belief

Sheet: translation-items-v2"
1070,ToM-scene-8-q5-false_belief,,,,,"ToM-scene-8-q5-false_belief

Sheet: translation-items-v2"
1071,ToM-scene-8-q6-reality_check,,,,,"ToM-scene-8-q6-reality_check

Sheet: translation-items-v2"
1072,ToM-scene-8-q7-reality_check,,,,,"ToM-scene-8-q7-reality_check

Sheet: translation-items-v2"
1073,ToM-scene-9-instruct1,,,,,"ToM-scene-9-instruct1

Sheet: translation-items-v2"
1074,ToM-scene-9-instruct2,,,,,"ToM-scene-9-instruct2

Sheet: translation-items-v2"
1075,ToM-scene-9-q1-reality_check,,,,,"ToM-scene-9-q1-reality_check

Sheet: translation-items-v2"
1076,hill,,,,,"hill

Sheet: translation-items-v2"
1077,cup,,,,,"cup

Sheet: translation-items-v2"
1078,ToM-scene-9-q2-false_belief,,,,,"ToM-scene-9-q2-false_belief

Sheet: translation-items-v2"
1079,ToM-scene-9-q3-reality_check,,,,,"ToM-scene-9-q3-reality_check

Sheet: translation-items-v2"
1080,hillsbook,,,,,"hillsbook

Sheet: translation-items-v2"
1081,cupbook,,,,,"cupbook

Sheet: translation-items-v2"
1082,ToM-scene-9-q4-emotion_reasoning,,,,,"ToM-scene-9-q4-emotion_reasoning

Sheet: translation-items-v2"
1083,ToM-scene-10-instruct1,,,,,"ToM-scene-10-instruct1

Sheet: translation-items-v2"
1084,ToM-scene-10-instruct2,,,,,"ToM-scene-10-instruct2

Sheet: translation-items-v2"
1085,ToM-scene-10-q1-emotion_reasoning,,,,,"ToM-scene-10-q1-emotion_reasoning

Sheet: translation-items-v2"
1086,ToM-scene-10-q2-emotion_reasoning,,,,,"ToM-scene-10-q2-emotion_reasoning

Sheet: translation-items-v2"
1087,ToM-scene-10-instruct3,,,,,"ToM-scene-10-instruct3

Sheet: translation-items-v2"
1088,ToM-scene-10-q3-reality_check,,,,,"ToM-scene-10-q3-reality_check

Sheet: translation-items-v2"
1089,ToM-scene-10-q4-reality_check,,,,,"ToM-scene-10-q4-reality_check

Sheet: translation-items-v2"
1090,ToM-scene-10-instruct4,,,,,"ToM-scene-10-instruct4

Sheet: translation-items-v2"
1091,ToM-scene-10-q5-false_belief,,,,,"ToM-scene-10-q5-false_belief

Sheet: translation-items-v2"
1092,ToM-scene-10-q6-reality_check,,,,,"ToM-scene-10-q6-reality_check

Sheet: translation-items-v2"
1093,ToM-scene-11-instruct1,,,,,"ToM-scene-11-instruct1

Sheet: translation-items-v2"
1094,ToM-scene-11-instruct2,,,,,"ToM-scene-11-instruct2

Sheet: translation-items-v2"
1095,ToM-scene-11-q1-reference,,,,,"ToM-scene-11-q1-reference

Sheet: translation-items-v2"
1096,ToM-scene-11-q2-reality_check,,,,,"ToM-scene-11-q2-reality_check

Sheet: translation-items-v2"
1097,baseball,,,,,"baseball

Sheet: translation-items-v2"
1098,soccerball,,,,,"soccerball

Sheet: translation-items-v2"
1099,basketball,,,,,"basketball

Sheet: translation-items-v2"
1100,ToM-scene-11-q3-emotion_reasoning,,,,,"ToM-scene-11-q3-emotion_reasoning

Sheet: translation-items-v2"
1101,ToM-scene-11-q4-emotion_reasoning,,,,,"ToM-scene-11-q4-emotion_reasoning

Sheet: translation-items-v2"
1102,ToM-scene-12-instruct1,,,,,"ToM-scene-12-instruct1

Sheet: translation-items-v2"
1103,ToM-scene-12-instruct2,,,,,"ToM-scene-12-instruct2

Sheet: translation-items-v2"
1104,ToM-scene-12-q1-false_belief,,,,,"ToM-scene-12-q1-false_belief

Sheet: translation-items-v2"
1105,ToM-scene-12-instruct3,,,,,"ToM-scene-12-instruct3

Sheet: translation-items-v2"
1106,ToM-scene-12-q2-false_belief,,,,,"ToM-scene-12-q2-false_belief

Sheet: translation-items-v2"
1107,ToM-scene-12-q3-false_belief,,,,,"ToM-scene-12-q3-false_belief

Sheet: translation-items-v2"
1108,greenball,,,,,"greenball

Sheet: translation-items-v2"
1109,redball,,,,,"redball

Sheet: translation-items-v2"
1110,purpleball,,,,,"purpleball

Sheet: translation-items-v2"
1111,ToM-scene-12-instruct4,,,,,"ToM-scene-12-instruct4

Sheet: translation-items-v2"
1112,ToM-scene-12-q4-reality_check,,,,,"ToM-scene-12-q4-reality_check

Sheet: translation-items-v2"
1113,ToM-scene-12-q5-reality_check,,,,,"ToM-scene-12-q5-reality_check

Sheet: translation-items-v2"
1114,ToM-scene-12-instruct5,,,,,"ToM-scene-12-instruct5

Sheet: translation-items-v2"
